2024-05-27 21:15:48,742: asyncio: INFO: [MLTrader] Executing the initialize lifecycle method
2024-05-27 21:15:48,974: alpaca.trading.stream: INFO: connected to: BaseURL.TRADING_STREAM_PAPER
2024-05-27 21:15:49,873: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-05-27 21:15:49,874: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-05-27 21:15:49,875: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-05-27 21:15:49,875: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-05-27 21:15:49,876: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-05-27 21:15:49[0m
2024-05-27 21:15:49,913: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-27 21:15:51,378: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-27 21:15:53,843: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-05-27 21:15:53[0m
2024-05-27 21:15:53,845: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-05-27 21:15:53,846: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-05-27 21:15:53,846: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-05-27 21:15:53,847: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-05-27 21:15:53[0m
2024-05-27 21:15:53,848: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-27 21:15:53,849: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-27 21:15:54,374: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-05-27 21:15:54[0m
2024-05-27 21:15:54,375: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-05-27 21:15:54,377: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-05-27 21:15:54,377: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-05-27 21:15:54,378: asyncio: INFO: [MLTrader] [34mThe market is not currently open, skipping this trading iteration[0m
2024-05-27 21:15:54,380: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-05-27 21:15:54,381: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-05-27 21:15:54,381: asyncio: INFO: [MLTrader] Executing the after_market_closes lifecycle method
2024-05-27 21:15:54,382: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-05-27 21:15:54,383: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-05-27 21:15:54,384: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-05-27 21:15:54,384: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-05-27 21:15:54,386: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-05-27 21:15:54[0m
2024-05-27 21:15:54,386: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-27 21:15:54,388: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-27 21:15:54,950: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-05-27 21:15:54[0m
2024-05-27 21:15:54,952: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-05-27 21:15:54,954: root: INFO: Current backtesting datetime 2020-01-06 16:00:00-05:00
2024-05-27 21:15:54,954: root: INFO: Current backtesting datetime 2020-01-07 09:30:00-05:00
2024-05-27 21:15:54,955: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-05-27 21:15:54[0m
2024-05-27 21:15:54,955: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-27 21:15:54,957: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-27 21:15:55,533: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-05-27 21:15:55[0m
2024-05-27 21:15:55,535: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-05-27 21:15:55,536: root: INFO: Current backtesting datetime 2020-01-07 16:00:00-05:00
2024-05-27 21:15:55,537: root: INFO: Current backtesting datetime 2020-01-08 09:30:00-05:00
